source_path,output_path,class,filename,interval_idx,start_sample,end_sample,duration_samples,kept_zero_samples,removed_samples,source_length,clean_length,clean_start_sample,clean_end_sample,action
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1223.npy2419.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1223.npy2419.npy,2um,HFocusing_5_10_2um2_0_1223.npy2419.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1223.npy2420.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1223.npy2420.npy,2um,HFocusing_5_10_2um2_0_1223.npy2420.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1223.npy2421.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1223.npy2421.npy,2um,HFocusing_5_10_2um2_0_1223.npy2421.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1223.npy2422.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1223.npy2422.npy,2um,HFocusing_5_10_2um2_0_1223.npy2422.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1236.npy2426.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1236.npy2426.npy,2um,HFocusing_5_10_2um2_0_1236.npy2426.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1244.npy2431.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1244.npy2431.npy,2um,HFocusing_5_10_2um2_0_1244.npy2431.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1250.npy2432.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1250.npy2432.npy,2um,HFocusing_5_10_2um2_0_1250.npy2432.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1254.npy2433.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1254.npy2433.npy,2um,HFocusing_5_10_2um2_0_1254.npy2433.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1257.npy2434.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1257.npy2434.npy,2um,HFocusing_5_10_2um2_0_1257.npy2434.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1257.npy2435.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1257.npy2435.npy,2um,HFocusing_5_10_2um2_0_1257.npy2435.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1267.npy2436.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1267.npy2436.npy,2um,HFocusing_5_10_2um2_0_1267.npy2436.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1271.npy2438.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1271.npy2438.npy,2um,HFocusing_5_10_2um2_0_1271.npy2438.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1271.npy2439.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1271.npy2439.npy,2um,HFocusing_5_10_2um2_0_1271.npy2439.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1274.npy2440.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1274.npy2440.npy,2um,HFocusing_5_10_2um2_0_1274.npy2440.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1277.npy2441.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1277.npy2441.npy,2um,HFocusing_5_10_2um2_0_1277.npy2441.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_128.npy2442.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_128.npy2442.npy,2um,HFocusing_5_10_2um2_0_128.npy2442.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_128.npy2443.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_128.npy2443.npy,2um,HFocusing_5_10_2um2_0_128.npy2443.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1288.npy2447.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1288.npy2447.npy,2um,HFocusing_5_10_2um2_0_1288.npy2447.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1292.npy2448.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1292.npy2448.npy,2um,HFocusing_5_10_2um2_0_1292.npy2448.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1292.npy2449.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1292.npy2449.npy,2um,HFocusing_5_10_2um2_0_1292.npy2449.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1313.npy2459.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1313.npy2459.npy,2um,HFocusing_5_10_2um2_0_1313.npy2459.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1313.npy2461.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1313.npy2461.npy,2um,HFocusing_5_10_2um2_0_1313.npy2461.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1334.npy2469.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1334.npy2469.npy,2um,HFocusing_5_10_2um2_0_1334.npy2469.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1334.npy2470.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1334.npy2470.npy,2um,HFocusing_5_10_2um2_0_1334.npy2470.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_134.npy2479.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_134.npy2479.npy,2um,HFocusing_5_10_2um2_0_134.npy2479.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_134.npy2480.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_134.npy2480.npy,2um,HFocusing_5_10_2um2_0_134.npy2480.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1348.npy2482.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1348.npy2482.npy,2um,HFocusing_5_10_2um2_0_1348.npy2482.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1365.npy2489.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1365.npy2489.npy,2um,HFocusing_5_10_2um2_0_1365.npy2489.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1366.npy2490.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1366.npy2490.npy,2um,HFocusing_5_10_2um2_0_1366.npy2490.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1377.npy2493.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1377.npy2493.npy,2um,HFocusing_5_10_2um2_0_1377.npy2493.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1377.npy2494.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1377.npy2494.npy,2um,HFocusing_5_10_2um2_0_1377.npy2494.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1377.npy2495.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1377.npy2495.npy,2um,HFocusing_5_10_2um2_0_1377.npy2495.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_138.npy2496.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_138.npy2496.npy,2um,HFocusing_5_10_2um2_0_138.npy2496.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1380.npy2498.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1380.npy2498.npy,2um,HFocusing_5_10_2um2_0_1380.npy2498.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1393.npy2500.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1393.npy2500.npy,2um,HFocusing_5_10_2um2_0_1393.npy2500.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1393.npy2501.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1393.npy2501.npy,2um,HFocusing_5_10_2um2_0_1393.npy2501.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1400.npy2504.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1400.npy2504.npy,2um,HFocusing_5_10_2um2_0_1400.npy2504.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1400.npy2505.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1400.npy2505.npy,2um,HFocusing_5_10_2um2_0_1400.npy2505.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1400.npy2506.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1400.npy2506.npy,2um,HFocusing_5_10_2um2_0_1400.npy2506.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1407.npy2507.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1407.npy2507.npy,2um,HFocusing_5_10_2um2_0_1407.npy2507.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1407.npy2510.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1407.npy2510.npy,2um,HFocusing_5_10_2um2_0_1407.npy2510.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1415.npy2512.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1415.npy2512.npy,2um,HFocusing_5_10_2um2_0_1415.npy2512.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1415.npy2513.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1415.npy2513.npy,2um,HFocusing_5_10_2um2_0_1415.npy2513.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1418.npy2514.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1418.npy2514.npy,2um,HFocusing_5_10_2um2_0_1418.npy2514.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_142.npy2515.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_142.npy2515.npy,2um,HFocusing_5_10_2um2_0_142.npy2515.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_142.npy2516.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_142.npy2516.npy,2um,HFocusing_5_10_2um2_0_142.npy2516.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_142.npy2517.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_142.npy2517.npy,2um,HFocusing_5_10_2um2_0_142.npy2517.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1425.npy2518.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1425.npy2518.npy,2um,HFocusing_5_10_2um2_0_1425.npy2518.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1429.npy2519.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1429.npy2519.npy,2um,HFocusing_5_10_2um2_0_1429.npy2519.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1432.npy2520.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1432.npy2520.npy,2um,HFocusing_5_10_2um2_0_1432.npy2520.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_144.npy2522.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_144.npy2522.npy,2um,HFocusing_5_10_2um2_0_144.npy2522.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1440.npy2523.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1440.npy2523.npy,2um,HFocusing_5_10_2um2_0_1440.npy2523.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1447.npy2526.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1447.npy2526.npy,2um,HFocusing_5_10_2um2_0_1447.npy2526.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1448.npy2527.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1448.npy2527.npy,2um,HFocusing_5_10_2um2_0_1448.npy2527.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_145.npy2528.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_145.npy2528.npy,2um,HFocusing_5_10_2um2_0_145.npy2528.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1460.npy2532.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1460.npy2532.npy,2um,HFocusing_5_10_2um2_0_1460.npy2532.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1463.npy2533.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1463.npy2533.npy,2um,HFocusing_5_10_2um2_0_1463.npy2533.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1463.npy2534.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1463.npy2534.npy,2um,HFocusing_5_10_2um2_0_1463.npy2534.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1466.npy2535.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1466.npy2535.npy,2um,HFocusing_5_10_2um2_0_1466.npy2535.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1470.npy2540.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1470.npy2540.npy,2um,HFocusing_5_10_2um2_0_1470.npy2540.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1477.npy2543.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1477.npy2543.npy,2um,HFocusing_5_10_2um2_0_1477.npy2543.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1484.npy2545.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1484.npy2545.npy,2um,HFocusing_5_10_2um2_0_1484.npy2545.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1484.npy2546.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1484.npy2546.npy,2um,HFocusing_5_10_2um2_0_1484.npy2546.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_149.npy2547.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_149.npy2547.npy,2um,HFocusing_5_10_2um2_0_149.npy2547.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1501.npy2551.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1501.npy2551.npy,2um,HFocusing_5_10_2um2_0_1501.npy2551.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1501.npy2552.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1501.npy2552.npy,2um,HFocusing_5_10_2um2_0_1501.npy2552.npy,,,,,0,0,2500,2500,,,copied_unchanged
P0/data/dataset/train/2um/HFocusing_5_10_2um2_0_1501.npy2553.npy,P0/data/dataset_particles2SNR_clean/train/2um/HFocusing_5_10_2um2_0_1501.npy2553.npy,2um,HFocusing_5_10_2um2_0_1501.npy2553.npy,,,,,0,0,2500,2500,,,copied_unchanged
