split,filename,source_path,output_path,original_class,assigned_class,median_snr_db,mean_snr_db,min_snr_db,max_snr_db,n_particles_with_snr,snr_threshold_db,assignment_reason,file_action
train,HFocusing_5_10_2um2_0_1019.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1019.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1019.npy,2um,unclear,-12.699603873725799,-11.858537942158033,-16.108257018346286,3.36259343805426,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1022.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1022.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1022.npy,2um,unclear,-13.269491774512952,-12.63851554648104,-16.969334814091187,-7.980362375577642,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1023.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1023.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1023.npy,2um,unclear,-12.478610087362313,-11.270295080508676,-15.54543543858929,-0.4008384101939757,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1026.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1026.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1026.npy,2um,unclear,-13.334536022945674,-13.135423626550768,-16.12239337082794,-10.527540888203873,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1027.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1027.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1027.npy,2um,unclear,-13.384475855171614,-12.978147858866254,-19.138707461569975,-0.7492095793488872,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1030.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1030.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1030.npy,2um,2um,-9.085094988579911,-8.811875006233443,-18.98528330535704,4.6064052752420706,15,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1037.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1037.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1037.npy,2um,unclear,-10.359630119973568,-9.532474629577377,-16.683493526165577,1.3701788249993099,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1040.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1040.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1040.npy,2um,unclear,-12.170008026483792,-12.31067137766794,-16.883583043023435,-7.774008451174332,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1041.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1041.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1041.npy,2um,unclear,-11.092023084946895,-8.841884178667966,-18.159162424446382,3.182188655242454,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1047.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1047.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1047.npy,2um,unclear,-12.444253437581148,-12.314970098328569,-14.68594694743144,-9.666384141928487,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1048.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1048.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1048.npy,2um,unclear,-11.931493210077514,-10.892900803772944,-15.449177413044762,0.48872186043237476,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_105.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_105.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_105.npy,2um,unclear,-10.263340007290832,-9.236272053402278,-15.072341187368348,-2.6657430379167373,10,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1051.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1051.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1051.npy,2um,unclear,-13.22726429921401,-12.17494362510034,-16.25461641087902,-1.9787795833163675,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1055.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1055.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1055.npy,2um,unclear,-13.46954346142908,-12.847196256895101,-16.361198902581165,-8.714933707086903,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1056.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1056.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1056.npy,2um,unclear,-12.717245454739302,-11.82320286512622,-21.447582962496554,-1.518115146768344,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1059.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1059.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1059.npy,2um,unclear,-14.026087560982079,-13.391223619007821,-17.819286765216628,-0.4848791026083122,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_106.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_106.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_106.npy,2um,unclear,-10.647488104738231,-8.759677322527867,-19.577365335621714,3.392597505004593,9,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1062.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1062.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1062.npy,2um,unclear,-12.266960331069601,-10.687747557743785,-15.301844436955252,-0.5240403754935361,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1066.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1066.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1066.npy,2um,unclear,-13.108371767893567,-13.282086602875166,-17.041879947957806,-8.983972913070545,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1067.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1067.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1067.npy,2um,unclear,-11.391137576379851,-10.460825952246479,-14.279645684768747,0.638035040247406,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1070.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1070.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1070.npy,2um,unclear,-12.899784953253672,-12.579459705015942,-17.770143484184103,-7.39042249402768,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1073.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1073.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1073.npy,2um,unclear,-11.773495727880688,-11.420694874506456,-16.47776255535603,-3.526834398353329,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1074.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1074.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1074.npy,2um,unclear,-10.672432836724928,-10.900251782446169,-16.31355167565224,-1.2006050791149123,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1078.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1078.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1078.npy,2um,unclear,-10.30703149832761,-10.946852176481,-21.63933449946406,-1.066330468955124,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1081.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1081.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1081.npy,2um,unclear,-11.798148406782236,-12.134640501570205,-15.64919360805612,-9.11955846880004,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1082.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1082.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1082.npy,2um,unclear,-12.530391262197028,-12.153847489866854,-15.994616762061058,-0.4462418142024254,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1086.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1086.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1086.npy,2um,unclear,-13.66178285359372,-12.95705377123393,-17.599342163895276,0.5550165686737955,19,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_109.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_109.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_109.npy,2um,unclear,-10.29037165567647,-9.806105076176866,-21.966204728616677,1.6993004902440914,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1090.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1090.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1090.npy,2um,unclear,-12.53544151183052,-12.138356313410377,-17.301862459643612,-5.047563528837103,22,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1092.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1092.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1092.npy,2um,unclear,-14.111977025457204,-13.059589425707106,-23.784907958017865,1.563839443847901,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1097.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1097.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1097.npy,2um,unclear,-13.593218696767808,-12.352505756719793,-17.770861157297656,0.040884117892028914,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_11.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_11.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_11.npy,2um,unclear,-12.817863562255685,-11.528875672996493,-13.798973595844902,0.1783670790350988,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1100.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1100.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1100.npy,2um,unclear,-11.16634640986896,-10.752475837861653,-16.064682014086525,-2.157402962174549,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1101.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1101.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1101.npy,2um,unclear,-12.049965952811714,-10.365478185808131,-20.100243472361843,-0.8080328813255824,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1104.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1104.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1104.npy,2um,unclear,-13.085537401268546,-12.122059179638963,-18.322899359492276,3.3439078052728695,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1107.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1107.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1107.npy,2um,unclear,-12.621072615550666,-11.817268431256162,-14.560280727100402,-7.35336139328849,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1108.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1108.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1108.npy,2um,unclear,-12.19055255908488,-10.197355663530084,-14.126978152598328,1.0877280927028816,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1111.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1111.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1111.npy,2um,unclear,-12.750152786469474,-13.279193415327711,-17.722048010641185,-10.68152092702039,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1116.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1116.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1116.npy,2um,unclear,-11.001527166923527,-10.015751177537801,-17.61852312708268,-0.8247154137032242,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1118.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1118.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1118.npy,2um,unclear,-12.817324937637881,-11.789025384161459,-15.549514747395172,-5.904325634878775,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1119.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1119.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1119.npy,2um,2um,-9.962086458401116,-10.962379584502798,-16.720352346893847,-7.25337305296139,10,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_112.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_112.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_112.npy,2um,unclear,-12.455133210054996,-11.220269809057033,-16.18052426750392,-2.00937129729014,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1125.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1125.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1125.npy,2um,unclear,-10.841324894823966,-9.808455859267088,-16.0452307040043,2.9618944368881586,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1128.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1128.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1128.npy,2um,unclear,-12.348711121997287,-12.827905904440623,-16.62286715682616,-10.699723285803874,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_113.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_113.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_113.npy,2um,unclear,-11.954591134486671,-9.363415753236255,-15.783370304492339,3.9312081360155613,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1133.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1133.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1133.npy,2um,unclear,-11.258811621015967,-9.808015077883683,-14.61007479890003,2.3359706707948007,13,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1136.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1136.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1136.npy,2um,unclear,-12.419086339790915,-8.67154152330077,-15.181449828529443,5.459462680344319,11,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1140.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1140.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1140.npy,2um,unclear,-12.891792806370393,-13.351045776105341,-17.347035401010146,-10.500453769079396,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1143.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1143.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1143.npy,2um,unclear,-12.530846212239958,-12.765821264562087,-17.999239539309016,-7.795417297079061,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1146.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1146.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1146.npy,2um,unclear,-11.416962061777982,-9.531738649226517,-14.117678649151063,-0.5112429095123073,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1149.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1149.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1149.npy,2um,unclear,-12.311703734942515,-12.08912025743906,-17.49770944849701,-7.999938044047596,15,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1153.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1153.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1153.npy,2um,unclear,-12.913016762198463,-10.725246330632876,-18.964688116702128,0.11229072390690419,12,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1154.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1154.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1154.npy,2um,unclear,-11.243137628233875,-10.551926884725566,-17.308034123203175,1.9618233835345114,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1158.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1158.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1158.npy,2um,unclear,-11.539638050526131,-10.527194337779779,-15.159285059472685,1.3795305909711297,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1162.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1162.npy,P0/data/particles2SNR_4_class_lim10/train/2um/HFocusing_5_10_2um2_0_1162.npy,2um,2um,-9.56738545977484,-10.296944853602866,-19.481017779540416,-4.5239697373504555,18,-10.0,median_snr_at_or_above_threshold,symlinked
train,HFocusing_5_10_2um2_0_1165.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1165.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1165.npy,2um,unclear,-13.378719622329644,-13.017897083392114,-18.362265203388493,-7.930776944799588,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1168.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1168.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1168.npy,2um,unclear,-13.352199536165246,-13.290766349272571,-17.525291241583147,-7.959438746847772,17,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1169.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1169.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1169.npy,2um,unclear,-13.198154195612839,-12.623463647753177,-18.783304543271846,0.1974805571210383,20,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_117.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_117.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_117.npy,2um,unclear,-13.740077423440669,-12.38734051579786,-17.659179859702363,2.7695705100302788,23,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1172.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1172.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1172.npy,2um,unclear,-13.953594735652192,-13.618294874857416,-16.693682246250855,-10.249609209241132,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1173.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1173.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1173.npy,2um,unclear,-13.493145791876277,-13.090998791979855,-18.545850912634755,-0.6066358487840686,16,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1176.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1176.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1176.npy,2um,unclear,-12.375315878331744,-10.687111025570994,-15.98529334787203,3.6190629045966363,14,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1179.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1179.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1179.npy,2um,unclear,-13.76310980567265,-12.438236956466575,-18.337290700164303,-3.4995967042697966,18,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1180.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1180.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1180.npy,2um,unclear,-13.263388959209157,-11.494245591490571,-16.507389054966207,4.386751213951556,23,-10.0,median_snr_below_threshold,symlinked
train,HFocusing_5_10_2um2_0_1183.npy,P0/data/dataset_particles2SNR_c1/train/2um/HFocusing_5_10_2um2_0_1183.npy,P0/data/particles2SNR_4_class_lim10/train/unclear/HFocusing_5_10_2um2_0_1183.npy,2um,unclear,-11.262216049916622,-8.327432222669852,-13.251277537862798,2.6173295572076634,11,-10.0,median_snr_below_threshold,symlinked
