file,path,class,interval_idx,start_sample,end_sample,duration_samples,flat_derivative_count,fs,fmin,fmax,min_flat,zero_threshold,method
HFocusing_5_10_10um_0_1142.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1142.npy,10um,0,5696,8750,3054,3053,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1148.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1148.npy,10um,0,7307,10177,2870,2869,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1154.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1154.npy,10um,0,613,4014,3401,3400,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1161.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1161.npy,10um,0,500,3743,3243,3242,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1167.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1167.npy,10um,0,0,2462,2462,2461,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1168.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1168.npy,10um,0,5692,7177,1485,1484,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1171.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1171.npy,10um,0,4753,7024,2271,2270,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1177.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1177.npy,10um,0,6729,10429,3700,3699,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1184.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1184.npy,10um,0,9066,9922,856,855,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_119.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_119.npy,10um,0,0,872,872,871,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1191.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1191.npy,10um,0,36,1295,1259,1258,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1191.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1191.npy,10um,1,11412,14718,3306,3305,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1204.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1204.npy,10um,0,15111,16384,1273,1272,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1210.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1210.npy,10um,0,8258,10669,2411,2410,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1215.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1215.npy,10um,0,1679,4395,2716,2715,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1216.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1216.npy,10um,0,4650,5770,1120,1119,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1228.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1228.npy,10um,0,7541,10849,3308,3307,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1244.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1244.npy,10um,0,9933,13736,3803,3802,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1261.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1261.npy,10um,0,1109,4937,3828,3827,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1275.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1275.npy,10um,0,4799,8325,3526,3525,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1279.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1279.npy,10um,0,4524,8144,3620,3619,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_129.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_129.npy,10um,0,0,1272,1272,1271,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1315.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1315.npy,10um,0,15787,16384,597,596,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1328.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1328.npy,10um,0,0,2281,2281,2280,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1331.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1331.npy,10um,0,4418,6990,2572,2571,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1346.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1346.npy,10um,0,0,2055,2055,2054,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1347.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1347.npy,10um,0,8742,12276,3534,3533,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1366.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1366.npy,10um,0,13545,16384,2839,2838,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1371.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1371.npy,10um,0,11070,14214,3144,3143,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1372.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1372.npy,10um,0,2049,4596,2547,2546,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1376.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1376.npy,10um,0,9923,13123,3200,3199,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1392.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1392.npy,10um,0,14067,16384,2317,2316,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1393.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1393.npy,10um,0,0,2922,2922,2921,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_14.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_14.npy,10um,0,7795,11183,3388,3387,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_140.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_140.npy,10um,0,8098,11091,2993,2992,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_141.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_141.npy,10um,0,12244,14973,2729,2728,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1414.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1414.npy,10um,0,8644,10509,1865,1864,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1424.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1424.npy,10um,0,15127,16384,1257,1256,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1430.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1430.npy,10um,0,15125,16384,1259,1258,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1431.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1431.npy,10um,0,2300,3282,982,981,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1431.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1431.npy,10um,1,12831,15142,2311,2310,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1439.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1439.npy,10um,0,2938,5767,2829,2828,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1452.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1452.npy,10um,0,12455,14195,1740,1739,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1472.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1472.npy,10um,0,5968,7145,1177,1176,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1485.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1485.npy,10um,0,2941,4853,1912,1911,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1493.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1493.npy,10um,0,13065,15097,2032,2031,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_15.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_15.npy,10um,0,7589,11719,4130,4129,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1500.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1500.npy,10um,0,2162,4586,2424,2423,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1508.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1508.npy,10um,0,8328,9713,1385,1384,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1510.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1510.npy,10um,0,0,2453,2453,2452,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1526.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1526.npy,10um,0,1726,4386,2660,2659,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1532.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1532.npy,10um,0,14282,16384,2102,2101,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1533.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1533.npy,10um,0,10685,12203,1518,1517,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1568.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1568.npy,10um,0,7061,10477,3416,3415,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1578.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1578.npy,10um,0,2318,6138,3820,3819,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1579.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1579.npy,10um,0,2642,3217,575,574,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1579.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1579.npy,10um,1,10277,12196,1919,1918,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1593.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1593.npy,10um,0,4757,7922,3165,3164,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1597.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1597.npy,10um,0,3000,6939,3939,3938,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1610.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1610.npy,10um,0,0,778,778,777,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1611.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1611.npy,10um,0,0,2429,2429,2428,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1614.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1614.npy,10um,0,7849,11701,3852,3851,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1627.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1627.npy,10um,0,14682,16384,1702,1701,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_163.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_163.npy,10um,0,7616,10958,3342,3341,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1641.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1641.npy,10um,0,6918,9833,2915,2914,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1643.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1643.npy,10um,0,7754,11072,3318,3317,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1664.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1664.npy,10um,0,11349,14935,3586,3585,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1683.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1683.npy,10um,0,3651,7617,3966,3965,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1684.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1684.npy,10um,0,9367,13325,3958,3957,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1724.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1724.npy,10um,0,0,802,802,801,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1727.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1727.npy,10um,0,14072,16384,2312,2311,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1730.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1730.npy,10um,0,10712,12880,2168,2167,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1733.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1733.npy,10um,0,6998,10675,3677,3676,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1746.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1746.npy,10um,0,0,2417,2417,2416,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_175.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_175.npy,10um,0,14565,16189,1624,1623,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_176.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_176.npy,10um,0,9152,10627,1475,1474,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1760.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1760.npy,10um,0,14724,16384,1660,1659,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1766.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1766.npy,10um,0,5310,6507,1197,1196,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1766.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1766.npy,10um,1,14819,16384,1565,1564,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1768.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1768.npy,10um,0,0,2372,2372,2371,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1778.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1778.npy,10um,0,14434,16290,1856,1855,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1779.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1779.npy,10um,0,10681,12422,1741,1740,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1782.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1782.npy,10um,0,10136,13498,3362,3361,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1783.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1783.npy,10um,0,13528,16291,2763,2762,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1786.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1786.npy,10um,0,9794,13347,3553,3552,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1791.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1791.npy,10um,0,0,4237,4237,4236,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1797.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1797.npy,10um,0,8802,11295,2493,2492,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1802.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1802.npy,10um,0,0,885,885,884,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1802.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1802.npy,10um,1,14273,16384,2111,2110,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_182.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_182.npy,10um,0,12207,14117,1910,1909,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1850.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1850.npy,10um,0,8160,11585,3425,3424,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1853.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1853.npy,10um,0,8807,12620,3813,3812,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1866.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1866.npy,10um,0,1076,3300,2224,2223,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1870.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1870.npy,10um,0,8688,12845,4157,4156,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1875.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1875.npy,10um,0,4699,7663,2964,2963,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1886.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1886.npy,10um,0,7814,10949,3135,3134,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1891.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1891.npy,10um,0,542,3732,3190,3189,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1895.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1895.npy,10um,0,3044,7271,4227,4226,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
HFocusing_5_10_10um_0_1903.npy,P0/data/dataset_particles2SNR_c1/train/10um/HFocusing_5_10_10um_0_1903.npy,10um,0,6027,10316,4289,4288,2000000.0,7000.0,80000.0,500,0.0001,bandpass_derivative_flat_run
