split,source_path,output_path,class,filename,policy,interval_idx,start_sample,end_sample,duration_samples,action,dropped_events,fs,fmin,fmax,min_flat,zero_threshold,guard_before,guard_after,max_consecutive_flat
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1066.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1066.npy,2um,HFocusing_5_10_2um2_0_1066.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1067.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1067.npy,2um,HFocusing_5_10_2um2_0_1067.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1070.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1070.npy,2um,HFocusing_5_10_2um2_0_1070.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1073.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1073.npy,2um,HFocusing_5_10_2um2_0_1073.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1074.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1074.npy,2um,HFocusing_5_10_2um2_0_1074.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1078.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1078.npy,2um,HFocusing_5_10_2um2_0_1078.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1081.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1081.npy,2um,HFocusing_5_10_2um2_0_1081.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1082.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1082.npy,2um,HFocusing_5_10_2um2_0_1082.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1086.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1086.npy,2um,HFocusing_5_10_2um2_0_1086.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_109.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_109.npy,2um,HFocusing_5_10_2um2_0_109.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1090.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1090.npy,2um,HFocusing_5_10_2um2_0_1090.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1092.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1092.npy,2um,HFocusing_5_10_2um2_0_1092.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1097.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1097.npy,2um,HFocusing_5_10_2um2_0_1097.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_11.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_11.npy,2um,HFocusing_5_10_2um2_0_11.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1100.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1100.npy,2um,HFocusing_5_10_2um2_0_1100.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1101.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1101.npy,2um,HFocusing_5_10_2um2_0_1101.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1104.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1104.npy,2um,HFocusing_5_10_2um2_0_1104.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1107.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1107.npy,2um,HFocusing_5_10_2um2_0_1107.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1108.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1108.npy,2um,HFocusing_5_10_2um2_0_1108.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1111.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1111.npy,2um,HFocusing_5_10_2um2_0_1111.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1116.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1116.npy,2um,HFocusing_5_10_2um2_0_1116.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1118.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1118.npy,2um,HFocusing_5_10_2um2_0_1118.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1119.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1119.npy,2um,HFocusing_5_10_2um2_0_1119.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_112.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_112.npy,2um,HFocusing_5_10_2um2_0_112.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1125.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1125.npy,2um,HFocusing_5_10_2um2_0_1125.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1128.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1128.npy,2um,HFocusing_5_10_2um2_0_1128.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_113.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_113.npy,2um,HFocusing_5_10_2um2_0_113.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1133.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1133.npy,2um,HFocusing_5_10_2um2_0_1133.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1136.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1136.npy,2um,HFocusing_5_10_2um2_0_1136.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1140.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1140.npy,2um,HFocusing_5_10_2um2_0_1140.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1143.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1143.npy,2um,HFocusing_5_10_2um2_0_1143.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1146.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1146.npy,2um,HFocusing_5_10_2um2_0_1146.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1149.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1149.npy,2um,HFocusing_5_10_2um2_0_1149.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1153.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1153.npy,2um,HFocusing_5_10_2um2_0_1153.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1154.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1154.npy,2um,HFocusing_5_10_2um2_0_1154.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1158.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1158.npy,2um,HFocusing_5_10_2um2_0_1158.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1162.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1162.npy,2um,HFocusing_5_10_2um2_0_1162.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1165.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1165.npy,2um,HFocusing_5_10_2um2_0_1165.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1168.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1168.npy,2um,HFocusing_5_10_2um2_0_1168.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1169.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1169.npy,2um,HFocusing_5_10_2um2_0_1169.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_117.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_117.npy,2um,HFocusing_5_10_2um2_0_117.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1172.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1172.npy,2um,HFocusing_5_10_2um2_0_1172.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1173.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1173.npy,2um,HFocusing_5_10_2um2_0_1173.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
train,particles2SNR_pipeline/output/p0_c1_Particles2SNR_F_staging/train/2um/HFocusing_5_10_2um2_0_1176.npy,P0/data/dataset_Particles2SNR_F_c1/train/2um/HFocusing_5_10_2um2_0_1176.npy,2um,HFocusing_5_10_2um2_0_1176.npy,replace,,,,,saturation_cleaned_bandpass_filtered,0,2000000.0,7000.0,80000.0,500,0.0001,300,300,0
